SANFERNANDO,215323,,FALSE,0/15/2015,,FALSE,Q15P0425B,,FALSE,"San Fernando S. A.","Av. Rep. de Panama 4295 Surquillo","Aptdo. Postal 18-0-0179","Lima 34","","","Peru","","* * * Invalid Ship Type * * *",0/15/2015,0/9/2015,0,0/15/2015,"Prepago","CAROLINE",12000,,,FALSE,,FALSE,,FALSE,5,1,0,FALSE,520.0000,,"POLYCLIP",0,"219113 - MILLARES DE GRAPAS POLY CLIP S-632  EN CARRETE (SPOOL) 26000/C, REEMPLAZA 71554",40100,5.80,1,-3016.83,"2015-0304,CLIENTE,SALES",,,,
SANFERNANDO,215323,,FALSE,0/15/2015,,FALSE,Q15P0425B,,FALSE,"San Fernando S. A.","Av. Rep. de Panama 4295 Surquillo","Aptdo. Postal 18-0-0179","Lima 34","","","Peru","","* * * Invalid Ship Type * * *",0/15/2015,0/9/2015,0,0/15/2015,"Prepago","CAROLINE",12000,,,FALSE,,FALSE,,FALSE,5,2,0,FALSE,464.0000,,"POLYCLIP",0,"219057 - MILLARES DE GRAPAS POLY CLIP MODELO S-8744  EN CARRETE (SPOOL), 9280/CAJA
REEMPLAZA 71770",40100,10.99,1,-5098.06,"2015-0304,CLIENTE,SALES",,,,
