APOLLO INTL FWD.,"20373-01",10/29/2015,FALSE,10/28/2015,FALSE,,,,,,,,,,0,"NET 30 DAYS",20100,"Ocean Freight",,,FALSE,2,1,1,"DOCUMENTACION","POR ENVIO MARITIMO",52500,175.00,175.00,"2015-0324,APOLLO INTL FWD.,Documentation"
APOLLO INTL FWD.,"20373-01",10/29/2015,FALSE,10/28/2015,FALSE,,,,,,,,,,0,"NET 30 DAYS",20100,"Ocean Freight",,,FALSE,2,2,1,"OCEAN FREIGHT"," HASTA GUAYAQUIL - ECUADOR EN 3 CONTENEDORES DE 40'HC.",51200,13770.00,13770.00,"2015-0324,APOLLO INTL FWD.,Ocean Freight"
